headlines,posted_time,tokens,labels,secondary_labels,kmeans_3_labels
Nuggets' Malone says Jokic expected for restart,2020-07-01,"['nugget', 'malone', 'say', 'jokic', 'expected', 'restart']",0,0,0
Lillard has doubts on players following all rules,2020-07-01,"['lillard', 'doubt', 'player', 'following', 'rule']",0,0,0
"Kings' Parker cleared, others better after virus",2020-07-01,"['king', 'parker', 'cleared', 'others', 'better', 'virus']",0,0,0
Wizards' Beal hasn't decided to join restart yet,2020-07-01,"['wizard', 'beal', 'hasnt', 'decided', 'join', 'restart', 'yet']",0,0,0
Sixers' Simmons 'effectively 100%' for restart,2020-07-01,"['sixer', 'simmons', 'effectively', '100', 'restart']",0,0,0
Doc expects Lou Williams on court with Clippers,2020-07-01,"['doc', 'expects', 'lou', 'williams', 'court', 'clipper']",0,0,0
Nets GM: We're sending team despite holdouts,2020-07-01,"['net', 'gm', 'sending', 'team', 'despite', 'holdout']",0,0,0
Suns add former lottery pick Payne to roster,2020-07-01,"['sun', 'add', 'former', 'lottery', 'pick', 'payne', 'roster']",0,0,0
Pritchard: Pacers player still undecided on return,2020-07-01,"['pritchard', 'pacer', 'player', 'still', 'undecided', 'return']",0,0,0
Lakers GM: Orlando bubble will be 'mental test',2020-07-01,"['lakers', 'gm', 'orlando', 'bubble', 'mental', 'test']",0,0,0
CP3 elevates in clutch to help OKC force Game 7,2020-09-01,"['cp3', 'elevates', 'clutch', 'help', 'okc', 'force', 'game', '7']",0,0,0
Butler pours in career-playoff-high 40 as Heat roll,2020-09-01,"['butler', 'pours', 'careerplayoffhigh', '40', 'heat', 'roll']",0,0,0
"Paul has 28, helps Thunder force Game 7 against the Rockets",2020-09-01,"['paul', '28', 'help', 'thunder', 'force', 'game', '7', 'rocket']",0,0,0
Name a more iconic duo than Jimmy Butler and the Heat,2020-09-01,"['name', 'iconic', 'duo', 'jimmy', 'butler', 'heat']",0,0,0
Bucks' Bledsoe ruled out with strained hamstring,2020-08-31,"['buck', 'bledsoe', 'ruled', 'strained', 'hamstring']",0,0,0
Sources: Bulls eyeing assistants still in playoffs,2020-08-31,"['source', 'bull', 'eyeing', 'assistant', 'still', 'playoff']",0,1,0
Hornets' new jerseys inspired by team's past,2020-08-31,"['hornet', 'new', 'jersey', 'inspired', 'team', 'past']",0,0,0
"Hayward's rehab 'going OK,' Celts' Stevens says",2020-08-31,"['haywards', 'rehab', 'going', 'ok', 'celt', 'stevens', 'say']",0,0,0
Pacers prez claims blame after latest playoff exit,2020-08-31,"['pacer', 'prez', 'claim', 'blame', 'latest', 'playoff', 'exit']",0,0,0
Thunder need offense in elimination game vs. Rockets,2020-08-31,"['thunder', 'need', 'offense', 'elimination', 'game', 'v', 'rocket']",0,0,1
Luka Doncic and the Mavericks' championship window is approaching,2020-08-31,"['luka', 'doncic', 'maverick', 'championship', 'window', 'approaching']",0,0,0
Raptors' Nurse: 'Not ourselves' in Game 1 rout,2020-08-31,"['raptor', 'nurse', 'game', '1', 'rout']",0,0,0
Murray again magical as Nuggets force Game 7,2020-08-31,"['murray', 'magical', 'nugget', 'force', 'game', '7']",0,0,0
Bronny James joins FaZe Clan,2020-08-31,"['bronny', 'james', 'join', 'faze', 'clan']",0,0,0
Doncic on Morris ejection: 'It was a terrible play',2020-08-31,"['doncic', 'morris', 'ejection', 'terrible', 'play']",0,0,0
"Murray outduels Mitchell, sets up first Game 7 in the bubble",2020-08-31,"['murray', 'outduels', 'mitchell', 'set', 'first', 'game', '7', 'bubble']",0,0,0
'Man of business' Kawhi stomps on gas vs. Mavs,2020-08-30,"['man', 'business', 'kawhi', 'stomp', 'gas', 'v', 'mavs']",0,0,1
The Boston Celtics' depth is showing up in these playoffs,2020-08-30,"['boston', 'celtic', 'depth', 'showing', 'playoff']",0,0,0
"Raptors' Lowry starts, nets 17 in loss to Celtics",2020-08-30,"['raptor', 'lowry', 'start', 'net', '17', 'loss', 'celtic']",0,0,0
Next moves for the Mavericks: Building a defense around Luka Doncic,2020-08-30,"['next', 'move', 'maverick', 'building', 'defense', 'around', 'luka', 'doncic']",0,0,0
Heat rested and ready for Game 1 against Bucks,2020-08-30,"['heat', 'rested', 'ready', 'game', '1', 'buck']",0,0,0
Nuggets desperate to force Game 7 against Jazz,2020-08-30,"['nugget', 'desperate', 'force', 'game', '7', 'jazz']",0,0,0
Clippers vie to eliminate Mavericks in Game 6,2020-08-30,"['clipper', 'vie', 'eliminate', 'maverick', 'game', '6']",0,0,0
"LeBron: Stood with Bucks, then focused on a plan",2020-08-30,"['lebron', 'stood', 'buck', 'focused', 'plan']",0,0,0
Blake Sr.: Bucks' call 'touched me so deeply',2020-08-30,"['blake', 'sr', 'buck', 'call', 'touched', 'deeply']",0,0,0
Damian Lillard remains the Blazers' safety net from a rebuild,2020-08-30,"['damian', 'lillard', 'remains', 'blazer', 'safety', 'net', 'rebuild']",0,0,0
Melo eyes Blazers return: 'Think I found a home',2020-08-30,"['melo', 'eye', 'blazer', 'return', 'think', 'found', 'home']",0,0,0
Next for the Blazers: Creating a contender around Damian Lillard,2020-08-29,"['next', 'blazer', 'creating', 'contender', 'around', 'damian', 'lillard']",0,0,0
"Tucker, Schroder ejected after altercation in 3rd",2020-08-29,"['tucker', 'schroder', 'ejected', 'altercation', '3rd']",0,0,0
Lakers latest to use team facility as voting center,2020-08-29,"['lakers', 'latest', 'use', 'team', 'facility', 'voting', 'center']",0,0,0
Giannis: Protesting shooting bigger than game,2020-08-29,"['giannis', 'protesting', 'shooting', 'bigger', 'game']",0,0,0
Hill: 'Trickle effect' led Bucks to protest as a team,2020-08-29,"['hill', 'trickle', 'effect', 'led', 'buck', 'protest', 'team']",0,0,0
The Bucks' playoff run now has a larger purpose,2020-08-29,"['buck', 'playoff', 'run', 'larger', 'purpose']",0,0,0
Murray: Skin color shouldn't decide life or death,2020-08-29,"['murray', 'skin', 'color', 'shouldnt', 'decide', 'life', 'death']",0,0,0
Celts' Brown skeptical owners will follow through,2020-08-29,"['celt', 'brown', 'skeptical', 'owner', 'follow']",0,0,0
Bucks' Matthews: Not 'apologetic' about boycott,2020-08-29,"['buck', 'matthew', 'apologetic', 'boycott']",0,0,0
"Blazers, UConn star Clifford Robinson dies at 53",2020-08-29,"['blazer', 'uconn', 'star', 'clifford', 'robinson', 'dy', '53']",0,0,0
George says Clippers grew closer amid protest,2020-08-29,"['george', 'say', 'clipper', 'grew', 'closer', 'amid', 'protest']",0,0,0
Next moves for the Magic: Building around Markelle Fultz and Aaron Gordon,2020-08-29,"['next', 'move', 'magic', 'building', 'around', 'markelle', 'fultz', 'aaron', 'gordon']",0,0,0
Mavs' Porzingis to miss rest of series vs. Clips,2020-08-29,"['mavs', 'porzingis', 'miss', 'rest', 'series', 'v', 'clip']",0,0,1
Raptors' Lowry (ankle) upgraded to probable,2020-08-29,"['raptor', 'lowry', 'ankle', 'upgraded', 'probable']",0,0,0
Sources: Pistons add Ryan West to front office,2020-08-29,"['source', 'piston', 'add', 'ryan', 'west', 'front', 'office']",0,1,0
Celtics and Raptors refocused and ready for Game 1,2020-08-29,"['celtic', 'raptor', 'refocused', 'ready', 'game', '1']",0,0,0
"Bucks return to court, try to eliminate Magic",2020-08-29,"['buck', 'return', 'court', 'try', 'eliminate', 'magic']",0,0,0
"Paul, Thunder get first look at Westbrook in Game 5 vs. Rockets",2020-08-29,"['paul', 'thunder', 'get', 'first', 'look', 'westbrook', 'game', '5', 'v', 'rocket']",0,0,1
"Blazers without Lillard, Lakers seek closeout in Game 5",2020-08-29,"['blazer', 'without', 'lillard', 'lakers', 'seek', 'closeout', 'game', '5']",0,0,0
Sports world reacts to death of Chadwick Boseman,2020-08-29,"['sport', 'world', 'reacts', 'death', 'chadwick', 'boseman']",0,0,0
"LeBron, CP3 advised by Obama during stalemate",2020-08-28,"['lebron', 'cp3', 'advised', 'obama', 'stalemate']",0,0,0
Beverley: Clips sought  to 'stay united' with others,2020-08-28,"['beverley', 'clip', 'sought', 'stay', 'united', 'others']",0,0,0
"Emotional Paul: Players needed to 'reset, refocus'",2020-08-28,"['emotional', 'paul', 'player', 'needed', 'reset', 'refocus']",0,0,0
Source: Westbrook looks explosive at scrimmage,2020-08-28,"['source', 'westbrook', 'look', 'explosive', 'scrimmage']",0,0,0
"Saints, Pelicans owner Benson tests positive",2020-08-28,"['saint', 'pelican', 'owner', 'benson', 'test', 'positive']",0,0,0
The day the games stopped: A timeline since Jacob Blake was shot in the back,2020-08-28,"['day', 'game', 'stopped', 'timeline', 'since', 'jacob', 'blake', 'shot', 'back']",0,0,0
Rivers: Clips players thought season was 'over',2020-08-28,"['river', 'clip', 'player', 'thought', 'season']",0,0,0
Kushner: Will reach out to LeBron after protests,2020-08-27,"['kushner', 'reach', 'lebron', 'protest']",0,0,0
"Sources: MJ key liaison between owners, players",2020-08-27,"['source', 'mj', 'key', 'liaison', 'owner', 'player']",0,1,0
The reality of Black pain is breaking American sports' status quo,2020-08-27,"['reality', 'black', 'pain', 'breaking', 'american', 'sport', 'status', 'quo']",0,0,0
BA back Brown for Boomers despite 76ers firing,2020-08-27,"['ba', 'back', 'brown', 'boomer', 'despite', '76ers', 'firing']",0,0,0
What we know and don't know about the boycotts that stopped sports,2020-08-27,"['know', 'dont', 'know', 'boycott', 'stopped', 'sport']",0,0,0
Cleveland teams link to fight for social change,2020-08-27,"['cleveland', 'team', 'link', 'fight', 'social', 'change']",0,0,0
Wis. Lt. Gov. to Bucks: Call for action at all levels,2020-08-27,"['wi', 'lt', 'gov', 'buck', 'call', 'action', 'level']",0,0,0
Three Game 5s PPD after Bucks won't take floor,2020-08-27,"['three', 'game', '5', 'ppd', 'buck', 'wont', 'take', 'floor']",0,0,0
Kenny Smith walks off live TNT show in solidarity,2020-08-27,"['kenny', 'smith', 'walk', 'live', 'tnt', 'show', 'solidarity']",0,0,0
Lillard headed to Portland to get knee examined,2020-08-27,"['lillard', 'headed', 'portland', 'get', 'knee', 'examined']",0,0,0
Thursday's Raptors-Celtics Game 1 still up in air,2020-08-26,"['thursday', 'raptorsceltics', 'game', '1', 'still', 'air']",0,0,0
Clippers aim to finish off Mavs in Game 6,2020-08-26,"['clipper', 'aim', 'finish', 'mavs', 'game', '6']",0,0,0
"Raptors, Celtics jointly discuss Game 1 boycott",2020-08-26,"['raptor', 'celtic', 'jointly', 'discus', 'game', '1', 'boycott']",0,0,0
Clips' Rivers emotional discussing Blake shooting,2020-08-26,"['clip', 'river', 'emotional', 'discussing', 'blake', 'shooting']",0,0,0
Doc: Idea that Morris would hurt Doncic 'absurd',2020-08-26,"['doc', 'idea', 'morris', 'would', 'hurt', 'doncic', 'absurd']",0,0,0
Pacers fire McMillan after being swept in playoffs,2020-08-26,"['pacer', 'fire', 'mcmillan', 'swept', 'playoff']",0,0,0
"Jazz looking to close out Murray, Nuggets in Game 6",2020-08-26,"['jazz', 'looking', 'close', 'murray', 'nugget', 'game', '6']",0,0,0
Happy National Dog: Here are the 14/10-rated pups from around the sports world,2020-08-26,"['happy', 'national', 'dog', '1410rated', 'pup', 'around', 'sport', 'world']",0,0,0
Thunder ride dynamic duo into Game 5 vs. Rockets,2020-08-26,"['thunder', 'ride', 'dynamic', 'duo', 'game', '5', 'v', 'rocket']",0,0,1
Westbrook (quad) now questionable for Game 5,2020-08-26,"['westbrook', 'quad', 'questionable', 'game', '5']",0,0,0
Clippers' Morris denies trying to hurt Mavs' Doncic,2020-08-26,"['clipper', 'morris', 'denies', 'trying', 'hurt', 'mavs', 'doncic']",0,0,0
Bucks adopt underdog mentality against Magic,2020-08-26,"['buck', 'adopt', 'underdog', 'mentality', 'magic']",0,0,0
Thunder ride dynamic duo into Game 5 vs. Rockets,2020-08-26,"['thunder', 'ride', 'dynamic', 'duo', 'game', '5', 'v', 'rocket']",0,0,1
Blazers face elimination vs. Lakers without Lillard,2020-08-26,"['blazer', 'face', 'elimination', 'v', 'lakers', 'without', 'lillard']",0,0,1
This Lakers offense still shouldn't scare anyone,2020-08-26,"['lakers', 'offense', 'still', 'shouldnt', 'scare', 'anyone']",0,0,0
"George says he had anxiety, depression in bubble",2020-08-26,"['george', 'say', 'anxiety', 'depression', 'bubble']",0,0,0
"It took 13 months, but the Clippers finally got their first real test",2020-08-26,"['took', '13', 'month', 'clipper', 'finally', 'got', 'first', 'real', 'test']",0,0,0
Raps talked boycotting game in wake of shooting,2020-08-26,"['rap', 'talked', 'boycotting', 'game', 'wake', 'shooting']",0,0,0
'Superstar': Murray keeps Denver alive with 42,2020-08-26,"['superstar', 'murray', 'keep', 'denver', 'alive', '42']",0,0,0
"First Tom Brady, now Lionel Messi -- it's a year of breaking long relationships",2020-08-25,"['first', 'tom', 'brady', 'lionel', 'messi', 'year', 'breaking', 'long', 'relationship']",0,0,0
Kareem Abdul-Jabbar's son charged in stabbing,2020-08-25,"['kareem', 'abduljabbars', 'son', 'charged', 'stabbing']",0,0,0
Porzingis (knee) ruled out for Game 5 vs. Clippers,2020-08-25,"['porzingis', 'knee', 'ruled', 'game', '5', 'v', 'clipper']",0,0,1
"Lillard has knee sprain, out for Game 5 vs. Lakers",2020-08-25,"['lillard', 'knee', 'sprain', 'game', '5', 'v', 'lakers']",0,0,1
"Sixers GM: Not looking to trade Simmons, Embiid",2020-08-25,"['sixer', 'gm', 'looking', 'trade', 'simmons', 'embiid']",0,0,0
Ben Simmons invests in esports org FaZe Clan,2020-08-25,"['ben', 'simmons', 'invests', 'esports', 'org', 'faze', 'clan']",0,0,0
"Doncic, Mavs riding momentum vs. Clippers",2020-08-25,"['doncic', 'mavs', 'riding', 'momentum', 'v', 'clipper']",0,0,1
Jazz have Nuggets on brink of elimination,2020-08-25,"['jazz', 'nugget', 'brink', 'elimination']",0,0,0
LeBron: Black community living in fear of police,2020-08-25,"['lebron', 'black', 'community', 'living', 'fear', 'police']",0,0,0
"Bucks' Williams, Magic's Ennis ejected for clash",2020-08-25,"['buck', 'williams', 'magic', 'ennis', 'ejected', 'clash']",0,0,0
LeBron: 'Stars aligned' for Lakers in 8/24 game,2020-08-25,"['lebron', 'star', 'aligned', 'lakers', '824', 'game']",0,0,0
Blazers lose Lillard to knee injury in 3rd quarter,2020-08-25,"['blazer', 'lose', 'lillard', 'knee', 'injury', '3rd', 'quarter']",0,0,0
"Bounced again, Pacers must 'get over the hump'",2020-08-25,"['bounced', 'pacer', 'must', 'get', 'hump']",0,0,0
Butler helps Heat sweep despite shoulder strain,2020-08-25,"['butler', 'help', 'heat', 'sweep', 'despite', 'shoulder', 'strain']",0,0,0
Lakers' AD says back 'doing fine' after early exit,2020-08-25,"['lakers', 'ad', 'say', 'back', 'fine', 'early', 'exit']",0,0,0
"LeBron, Kamara seek justice after Wis. shooting",2020-08-25,"['lebron', 'kamara', 'seek', 'justice', 'wi', 'shooting']",0,0,0
"Lakers 24, Trail Blazers 8: First-quarter lead turns into Mamba Day tribute",2020-08-25,"['lakers', '24', 'trail', 'blazer', '8', 'firstquarter', 'lead', 'turn', 'mamba', 'day', 'tribute']",0,0,0
"On Kobe Bryant Day, Lakers dominate Blazers 135-115",2020-08-25,"['kobe', 'bryant', 'day', 'lakers', 'dominate', 'blazer', '135115']",0,0,0
76ers fire coach Brown after seven seasons,2020-08-24,"['76ers', 'fire', 'coach', 'brown', 'seven', 'season']",0,0,0
Can a new coach fix the Sixers?,2020-08-24,"['new', 'coach', 'fix', 'sixer']",0,0,0
The Thunder built a Game 4 comeback out of all those Rockets bricks,2020-08-24,"['thunder', 'built', 'game', '4', 'comeback', 'rocket', 'brick']",0,0,0
L.A. street to be renamed Kobe Bryant Boulevard,2020-08-24,"['la', 'street', 'renamed', 'kobe', 'bryant', 'boulevard']",0,0,0
"Bucks, Brewers react to police shooting in Wis.",2020-08-24,"['buck', 'brewer', 'react', 'police', 'shooting', 'wi']",0,0,0
Tributes pour in to mark Kobe's birthday and Mamba Day,2020-08-24,"['tribute', 'pour', 'mark', 'kobe', 'birthday', 'mamba', 'day']",0,0,0
Middleton comes alive in 4th quarter; Bucks take 3-1 lead,2020-08-24,"['middleton', 'come', 'alive', '4th', 'quarter', 'buck', 'take', '31', 'lead']",0,0,0
The 76ers' process ended with another disappointing result,2020-08-24,"['76ers', 'process', 'ended', 'another', 'disappointing', 'result']",0,0,0
Doc confident George can shake shooting slump,2020-08-24,"['doc', 'confident', 'george', 'shake', 'shooting', 'slump']",0,0,0
Porzingis likely game-time decision for Game 5,2020-08-24,"['porzingis', 'likely', 'gametime', 'decision', 'game', '5']",0,0,0
Raptors say Lowry diagnosed with ankle sprain,2020-08-24,"['raptor', 'say', 'lowry', 'diagnosed', 'ankle', 'sprain']",0,0,0
"All eyes on Lillard as Blazers, Lakers ready for Game 3",2020-08-24,"['eye', 'lillard', 'blazer', 'lakers', 'ready', 'game', '3']",0,0,0
Heat eyeing first-round sweep of Pacers,2020-08-24,"['heat', 'eyeing', 'firstround', 'sweep', 'pacer']",0,0,0
Thunder plan to stand tall in Game 3 vs. Rockets,2020-08-24,"['thunder', 'plan', 'stand', 'tall', 'game', '3', 'v', 'rocket']",0,0,1
Stockton's daughter signs pro deal in Germany,2020-08-24,"['stockton', 'daughter', 'sign', 'pro', 'deal', 'germany']",0,1,0
"What you missed this weekend: Lamar Jackson 'blesses' a wedding, a Yaz birthday card and a trip to Slam Diego.",2020-08-24,"['missed', 'weekend', 'lamar', 'jackson', 'blesses', 'wedding', 'yaz', 'birthday', 'card', 'trip', 'slam', 'diego']",0,0,0
Mitchell's 51 upstage Murray's 50 in historic duel,2020-08-24,"['mitchell', '51', 'upstage', 'murray', '50', 'historic', 'duel']",0,0,0
Raptors' Lowry to undergo MRI for foot injury,2020-08-24,"['raptor', 'lowry', 'undergo', 'mri', 'foot', 'injury']",0,0,0
Luka: Game winner vs. Clips 'something special',2020-08-24,"['luka', 'game', 'winner', 'v', 'clip', 'something', 'special']",0,0,1
"Mitchell erupts for 51, Jazz beats Nuggets 129-127",2020-08-24,"['mitchell', 'erupts', '51', 'jazz', 'beat', 'nugget', '129127']",0,0,0
"'On to the next one': Raptors sweep, await Celtics",2020-08-23,"['next', 'one', 'raptor', 'sweep', 'await', 'celtic']",0,0,0
"A new era begins for Kyrie, KD and the ousted Brooklyn Nets",2020-08-23,"['new', 'era', 'begin', 'kyrie', 'kd', 'ousted', 'brooklyn', 'net']",0,0,0
Raptors overwhelm Nets 150-122 to finish first-round sweep,2020-08-23,"['raptor', 'overwhelm', 'net', '150122', 'finish', 'firstround', 'sweep']",0,0,0
Lakers put in extra FT work on Kobe's birthday,2020-08-23,"['lakers', 'put', 'extra', 'ft', 'work', 'kobe', 'birthday']",0,0,0
Doc bemoans Clippers as 'very emotionally weak',2020-08-23,"['doc', 'bemoans', 'clipper', 'emotionally', 'weak']",0,0,0
Embiid pondering 76ers future after playoff exit,2020-08-23,"['embiid', 'pondering', '76ers', 'future', 'playoff', 'exit']",0,0,0
Brown laments injuries that dulled 76ers' potential,2020-08-23,"['brown', 'lament', 'injury', 'dulled', '76ers', 'potential']",0,0,0
